VIO_CU,Borough,DV_MACHINE_TYPE,SINGLE,NumberFloors,YearBuilt,CAT1_UNSATI,TaxLien,Bldg_class,hpd_vio,MACHINE_DRUM,md,pre_1900,1900_1915,1916_1937,1938_1967,1968_2007,2008_2018,0_5_Floors,6_9_Floors,10_29_Floors,great30_Floors,GL,OH,BD,OG,BG,OD
0,Manhattan,OG,1,6.0,1920.0,1,0,Residential,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0,Manhattan,OG,0,10.0,1929.0,1,0,Residential,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0,Manhattan,OG,0,10.0,1929.0,1,0,Residential,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0,Manhattan,OG,1,6.0,1901.0,0,0,Residential,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,Manhattan,OG,1,6.0,1926.0,1,0,Residential,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0,Manhattan,OG,0,11.0,1961.0,1,0,Residential,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,Manhattan,OG,0,11.0,1961.0,1,0,Residential,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,Manhattan,OG,1,6.0,1934.0,0,0,Residential,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0,Manhattan,GL,0,34.0,1977.0,0,0,Residential,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
0,Manhattan,GL,0,34.0,1977.0,1,0,Residential,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
0,Manhattan,GL,0,34.0,1977.0,1,0,Residential,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
0,Manhattan,GL,0,34.0,1977.0,1,0,Residential,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
0,Manhattan,OG,0,12.0,1959.0,1,0,Residential,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,Manhattan,OG,0,12.0,1959.0,1,0,Residential,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,Manhattan,OG,1,6.0,1963.0,1,0,Residential,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,Manhattan,OG,1,5.0,1955.0,1,0,Residential,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
0,Manhattan,BG,0,10.0,1929.0,1,0,Residential,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,Manhattan,BG,0,10.0,1929.0,1,0,Residential,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,Manhattan,OG,1,7.0,1960.0,0,0,Residential,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,Manhattan,BG,0,16.0,1928.0,1,0,Residential,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,Manhattan,BG,0,16.0,1928.0,0,0,Residential,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,Manhattan,BG,0,16.0,1928.0,1,0,Residential,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,Manhattan,BG,0,16.0,1928.0,1,0,Residential,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,Manhattan,GL,1,6.0,1899.0,0,0,Residential,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,Manhattan,OG,1,5.0,1940.0,1,1,Residential,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
0,Manhattan,OG,1,6.0,1930.0,1,0,Residential,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0,Manhattan,OH,1,7.0,1958.0,1,0,Residential,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,Manhattan,BG,0,13.0,1932.0,1,0,Residential,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,Manhattan,BG,0,13.0,1932.0,1,0,Residential,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,Manhattan,OH,1,5.0,2003.0,0,0,Residential,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
0,Manhattan,OG,0,14.0,1962.0,0,0,Residential,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,Manhattan,OG,0,14.0,1962.0,0,0,Residential,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,Manhattan,GL,0,33.0,1975.0,1,0,Residential,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
0,Manhattan,GL,0,33.0,1975.0,1,0,Residential,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
0,Manhattan,GL,0,33.0,1975.0,1,0,Residential,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
0,Manhattan,OG,0,33.0,1975.0,1,0,Residential,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,Manhattan,OG,0,33.0,1975.0,1,0,Residential,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,Manhattan,OG,0,33.0,1975.0,1,0,Residential,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,Manhattan,OG,0,33.0,1975.0,1,0,Residential,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,Manhattan,OH,0,33.0,1975.0,1,0,Residential,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
0,Manhattan,OH,0,33.0,1975.0,1,0,Residential,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
0,Manhattan,OH,0,33.0,1975.0,1,0,Residential,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
0,Manhattan,OG,1,6.0,1950.0,1,0,Residential,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,Manhattan,OG,0,18.0,1982.0,0,0,Residential,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,Manhattan,OG,0,18.0,1982.0,0,0,Residential,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,Manhattan,BG,0,15.0,1932.0,1,0,Residential,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,Manhattan,BG,0,15.0,1932.0,1,0,Residential,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,Manhattan,OG,0,21.0,1930.0,1,0,Residential,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0,Manhattan,OG,0,21.0,1930.0,1,0,Residential,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0,Manhattan,BG,0,21.0,1930.0,1,0,Residential,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,Manhattan,BG,0,15.0,1928.0,0,0,Residential,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,Manhattan,BG,0,15.0,1928.0,1,0,Residential,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,Manhattan,OG,0,19.0,1948.0,1,0,Residential,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,Manhattan,OG,0,19.0,1948.0,1,0,Residential,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,Manhattan,OG,0,19.0,1948.0,1,0,Residential,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,Manhattan,GL,0,45.0,1968.0,1,0,Residential,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
0,Manhattan,GL,0,45.0,1968.0,1,0,Residential,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
0,Manhattan,GL,0,45.0,1968.0,1,0,Residential,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
0,Manhattan,GL,0,45.0,1968.0,1,0,Residential,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
0,Manhattan,GL,0,45.0,1968.0,1,0,Residential,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
0,Manhattan,OG,0,45.0,1968.0,1,0,Residential,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,Manhattan,OG,0,45.0,1968.0,1,0,Residential,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,Manhattan,BG,0,15.0,1929.0,1,0,Residential,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,Manhattan,BG,0,15.0,1929.0,1,0,Residential,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,Manhattan,BG,0,15.0,1928.0,1,0,Residential,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,Manhattan,BG,0,15.0,1928.0,1,0,Residential,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,Manhattan,OG,1,6.0,1929.0,1,0,Residential,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0,Manhattan,BG,0,16.0,1928.0,0,0,Residential,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,Manhattan,BG,0,16.0,1928.0,1,0,Residential,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,Manhattan,OG,1,7.0,1917.0,1,0,Residential,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0,Manhattan,OG,1,5.0,1939.0,0,0,Residential,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
0,Manhattan,OG,0,13.0,1961.0,1,0,Residential,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,Manhattan,OG,0,13.0,1961.0,1,0,Residential,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,Manhattan,OG,1,6.0,1920.0,1,0,Residential,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0,Manhattan,OG,0,19.0,1958.0,0,0,Residential,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,Manhattan,OG,0,19.0,1958.0,1,0,Residential,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,Manhattan,GL,0,35.0,1974.0,1,0,Residential,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
0,Manhattan,GL,0,35.0,1974.0,1,0,Residential,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
0,Manhattan,GL,0,35.0,1974.0,1,0,Residential,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
0,Manhattan,OH,0,35.0,1974.0,1,0,Residential,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
0,Manhattan,BG,0,11.0,1930.0,1,0,Residential,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,Manhattan,BG,0,11.0,1930.0,1,0,Residential,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,Manhattan,OG,1,6.0,1938.0,1,0,Residential,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,Manhattan,OG,1,5.0,1910.0,1,0,Residential,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,Manhattan,OH,1,5.0,1900.0,1,0,Residential,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Manhattan,OG,0,6.0,1967.0,1,0,Residential,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,Manhattan,OG,0,6.0,1967.0,1,0,Residential,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,Manhattan,OG,0,6.0,1967.0,1,0,Residential,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,Manhattan,OG,0,6.0,1967.0,1,0,Residential,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,Manhattan,OG,0,6.0,1967.0,1,0,Residential,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,Manhattan,OG,0,6.0,1967.0,1,0,Residential,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,Manhattan,OG,0,6.0,1967.0,1,0,Residential,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,Manhattan,OG,0,13.0,1931.0,1,0,Residential,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0,Manhattan,BG,0,18.0,1931.0,1,0,Residential,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,Manhattan,BG,0,18.0,1931.0,1,0,Residential,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,Manhattan,BG,0,18.0,1931.0,1,0,Residential,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,Manhattan,BG,0,17.0,1931.0,0,0,Residential,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,Manhattan,GL,0,17.0,1931.0,1,0,Residential,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
0,Manhattan,OG,0,17.0,1931.0,1,0,Residential,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0,Manhattan,BG,0,17.0,1931.0,1,0,Residential,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,Manhattan,OH,0,17.0,1931.0,0,0,Residential,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,Manhattan,OG,0,13.0,1957.0,1,0,Residential,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,Manhattan,OG,0,13.0,1957.0,1,0,Residential,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,Manhattan,OH,1,5.0,1910.0,1,0,Residential,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Manhattan,BG,1,6.0,1930.0,1,0,Residential,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0,Manhattan,OG,1,5.0,1910.0,1,0,Residential,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,Manhattan,OG,1,7.0,1930.0,1,0,Residential,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0,Manhattan,OH,1,6.0,1900.0,1,0,Residential,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,Manhattan,BG,1,6.0,1910.0,1,0,Residential,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,Manhattan,OH,1,5.0,1910.0,1,0,Residential,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,Manhattan,OH,1,3.0,1946.0,0,0,Residential,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0,Manhattan,OG,0,13.0,1957.0,1,0,Residential,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,Manhattan,OG,0,13.0,1957.0,1,0,Residential,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,Manhattan,BG,0,10.0,1931.0,1,0,Residential,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,Manhattan,BG,0,10.0,1931.0,1,0,Residential,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,Manhattan,OG,0,13.0,1962.0,1,0,Residential,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,Manhattan,OG,0,13.0,1962.0,1,0,Residential,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,Manhattan,OG,0,13.0,1962.0,1,0,Residential,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,Manhattan,GL,0,32.0,2002.0,1,0,Residential,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
0,Manhattan,GL,0,32.0,2002.0,1,0,Residential,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
0,Manhattan,OH,0,32.0,2002.0,1,0,Residential,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
0,Manhattan,OH,1,32.0,2002.0,1,0,Residential,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
0,Manhattan,OG,1,6.0,1941.0,0,0,Residential,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,Manhattan,BG,0,9.0,1928.0,0,0,Residential,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0,Manhattan,BG,0,9.0,1928.0,0,0,Residential,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0,Manhattan,BG,0,13.0,1930.0,1,0,Residential,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,Manhattan,BG,0,13.0,1930.0,1,0,Residential,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,Manhattan,BG,0,10.0,1925.0,1,0,Residential,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,Manhattan,BG,0,10.0,1925.0,1,0,Residential,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,Manhattan,BG,0,6.0,1930.0,1,0,Residential,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0,Manhattan,BG,0,6.0,1930.0,1,0,Residential,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0,Manhattan,BG,0,14.0,1927.0,1,0,Residential,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,Manhattan,BG,0,14.0,1927.0,1,0,Residential,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,Manhattan,BG,0,14.0,1927.0,1,0,Residential,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,Manhattan,OG,0,11.0,1929.0,1,0,Residential,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0,Manhattan,BG,0,11.0,1929.0,1,0,Residential,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,Manhattan,BG,0,13.0,1930.0,1,0,Residential,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,Manhattan,BG,0,13.0,1930.0,1,0,Residential,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,Manhattan,BG,0,13.0,1930.0,1,0,Residential,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,Manhattan,BG,0,13.0,1930.0,1,0,Residential,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,Manhattan,BG,0,13.0,1931.0,1,0,Residential,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,Manhattan,BG,0,13.0,1931.0,1,0,Residential,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,Manhattan,BG,0,17.0,1931.0,1,0,Residential,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,Manhattan,BG,0,17.0,1931.0,1,0,Residential,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,Manhattan,GL,1,5.0,1940.0,1,0,Residential,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,Manhattan,OG,0,26.0,1931.0,1,0,Residential,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0,Manhattan,OG,0,26.0,1931.0,1,0,Residential,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0,Manhattan,OG,0,26.0,1931.0,1,0,Residential,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0,Manhattan,OG,0,26.0,1931.0,1,0,Residential,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0,Manhattan,OG,0,26.0,1931.0,1,0,Residential,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0,Manhattan,OG,0,26.0,1931.0,1,0,Residential,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0,Manhattan,OG,0,26.0,1931.0,1,0,Residential,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0,Manhattan,GL,0,26.0,1931.0,1,0,Residential,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
0,Manhattan,OG,0,26.0,1931.0,1,0,Residential,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0,Manhattan,GL,0,26.0,1931.0,1,0,Residential,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
0,Manhattan,OG,0,26.0,1931.0,1,0,Residential,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
